pass_player,rec_player,passing_att,passing_cmp,passing_yds,passing_tds,passing_int,cmp_per_att,yds_per_att,tds_per_att,int_per_att,a,b,c,d,passer_rtg,rec_pos
R.Wilson,J.Kearse,69,32.0,387.0,0.0,4.0,0.463768115942,5.60869565217,0.0,0.0579710144928,0.81884057971,0.652173913043,0.0,0.925724637681,39.9456521739,WR
C.Keenum,T.Austin,76,40.0,336.0,2.0,5.0,0.526315789474,4.42105263158,0.0263157894737,0.0657894736842,1.13157894737,0.355263157895,0.526315789474,0.730263157895,45.7236842105,WR
T.Taylor,M.Goodwin,53,23.0,336.0,3.0,4.0,0.433962264151,6.33962264151,0.0566037735849,0.0754716981132,0.669811320755,0.834905660377,1.1320754717,0.48820754717,52.0833333333,WR
B.Osweiler,D.Hopkins,117,60.0,687.0,4.0,8.0,0.512820512821,5.87179487179,0.034188034188,0.0683760683761,1.0641025641,0.717948717949,0.683760683761,0.665598290598,52.1901709402,WR
R.Fitzpatrick,B.Marshall,98,46.0,658.0,3.0,6.0,0.469387755102,6.71428571429,0.030612244898,0.0612244897959,0.84693877551,0.928571428571,0.612244897959,0.844387755102,53.869047619,WR
C.Wentz,N.Agholor,60,33.0,309.0,1.0,3.0,0.55,5.15,0.0166666666667,0.05,1.25,0.5375,0.333333333333,1.125,54.0972222222,WR
B.Bortles,A.Robinson,118,57.0,639.0,6.0,5.0,0.483050847458,5.41525423729,0.0508474576271,0.0423728813559,0.915254237288,0.603813559322,1.01694915254,1.3156779661,64.1949152542,WR
C.Wentz,D.Green-Beckham,64,33.0,359.0,2.0,2.0,0.515625,5.609375,0.03125,0.03125,1.078125,0.65234375,0.625,1.59375,65.8203125,WR
B.Bortles,A.Hurns,76,35.0,477.0,3.0,2.0,0.460526315789,6.27631578947,0.0394736842105,0.0263157894737,0.802631578947,0.819078947368,0.789473684211,1.71710526316,68.8048245614,WR
C.Keenum,L.Kendricks,54,33.0,331.0,1.0,2.0,0.611111111111,6.12962962963,0.0185185185185,0.037037037037,1.55555555556,0.782407407407,0.37037037037,1.44907407407,69.2901234568,TE
E.Manning,W.Tye,53,35.0,300.0,1.0,2.0,0.660377358491,5.66037735849,0.0188679245283,0.0377358490566,1.80188679245,0.665094339623,0.377358490566,1.43160377358,71.2657232704,TE
J.Flacco,B.Perriman,52,26.0,405.0,3.0,3.0,0.5,7.78846153846,0.0576923076923,0.0576923076923,1.0,1.19711538462,1.15384615385,0.932692307692,71.3942307692,WR
A.Smith,J.Maclin,54,29.0,362.0,2.0,2.0,0.537037037037,6.7037037037,0.037037037037,0.037037037037,1.18518518519,0.925925925926,0.740740740741,1.44907407407,71.6820987654,WR
B.Bortles,M.Lee,86,54.0,728.0,2.0,5.0,0.627906976744,8.46511627907,0.0232558139535,0.0581395348837,1.63953488372,1.36627906977,0.46511627907,0.921511627907,73.2073643411,WR
C.Palmer,M.Floyd,65,33.0,446.0,4.0,3.0,0.507692307692,6.86153846154,0.0615384615385,0.0461538461538,1.03846153846,0.965384615385,1.23076923077,1.22115384615,74.2628205128,WR
A.Smith,C.Conley,51,31.0,372.0,0.0,1.0,0.607843137255,7.29411764706,0.0,0.0196078431373,1.53921568627,1.07352941176,0.0,1.88480392157,74.9591503268,WR
P.Rivers,Ty.Williams,92,55.0,905.0,6.0,9.0,0.597826086957,9.83695652174,0.0652173913043,0.0978260869565,1.48913043478,1.70923913043,1.30434782609,0.0,75.0452898551,WR
C.Wentz,Z.Ertz,80,57.0,564.0,2.0,4.0,0.7125,7.05,0.025,0.05,2.0625,1.0125,0.5,1.125,78.3333333333,TE
J.Flacco,D.Pitta,92,65.0,547.0,2.0,3.0,0.70652173913,5.94565217391,0.0217391304348,0.0326086956522,2.03260869565,0.736413043478,0.434782608696,1.5597826087,79.393115942,TE
T.Siemian,E.Sanders,99,58.0,774.0,4.0,4.0,0.585858585859,7.81818181818,0.040404040404,0.040404040404,1.42929292929,1.20454545455,0.808080808081,1.3648989899,80.1136363636,WR
E.Manning,V.Cruz,53,28.0,466.0,1.0,1.0,0.528301886792,8.79245283019,0.0188679245283,0.0188679245283,1.14150943396,1.44811320755,0.377358490566,1.90330188679,81.1713836478,WR
